elapsed_ms,rpm,current_val1,current_val2
10,0,-0.10,0.05
204,0,,
404,25,,
606,825,,
806,1325,,
1012,1275,-0.10,0.05
1206,1075,,
1406,1000,,
1606,950,,
1806,950,,
2012,1000,-0.54,-0.54
2206,1000,,
2406,1025,,
2606,1000,,
2806,1000,,
3012,1025,-0.49,-0.54
3206,1000,,
3406,1000,,
3606,975,,
3806,1000,,
4012,1000,-0.54,-0.44
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.49,-0.54
5206,1000,,
5406,1025,,
5606,1000,,
5806,1000,,
6012,1025,-0.54,-0.39
6206,1000,,
6406,1000,,
6606,975,,
6817,1025,,
