elapsed_ms,rpm,current_val1,current_val2
13,0,0.05,0.05
204,225,,
404,800,,
604,650,,
806,925,,
1013,825,-0.10,-0.15
1206,950,,
1406,950,,
1606,975,,
1806,950,,
2012,1025,-0.44,-0.54
2206,950,,
2406,1025,,
2606,975,,
2806,1025,,
3012,975,-0.44,-0.54
3205,1000,,
3406,1000,,
3606,1025,,
3806,1025,,
4012,975,-0.54,-0.59
4205,1000,,
4406,975,,
4606,1000,,
4806,975,,
5012,1025,-0.44,-0.54
5205,975,,
5406,1025,,
5606,975,,
5806,1000,,
6012,1000,-0.59,-0.54
6205,1025,,
6406,1000,,
6606,1000,,
6806,1025,,
