elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.00
204,75,,
405,925,,
606,675,,
806,950,,
1012,900,-0.29,-0.15
1206,950,,
1405,975,,
1606,1000,,
1806,950,,
2012,1025,-0.39,-0.44
2206,975,,
2405,1025,,
2606,950,,
2806,1050,,
3011,975,-0.44,-0.54
3206,975,,
3405,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.54
4206,1000,,
4405,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.49,-0.44
5206,1000,,
5405,1000,,
5606,1025,,
5807,1000,,
6012,1000,-0.54,-0.59
6206,1000,,
6406,1000,,
6606,1000,,
6806,1025,,
