elapsed_ms,rpm,current_val1,current_val2
10,0,0.05,0.05
204,0,,
405,725,,
606,750,,
806,825,,
1011,925,-0.05,-0.15
1206,900,,
1406,1000,,
1606,950,,
1810,975,,
2011,1000,-0.44,-0.54
2205,975,,
2406,1000,,
2606,1025,,
2806,975,,
3011,1000,-0.44,-0.49
3206,1025,,
3406,1000,,
3606,1000,,
3806,975,,
4012,1025,-0.49,-0.59
4206,1000,,
4406,975,,
4606,1050,,
4806,975,,
5011,1025,-0.54,-0.49
5206,975,,
5406,975,,
5606,1000,,
5806,1025,,
6011,1000,-0.54,-0.44
6206,1000,,
6406,1000,,
6606,975,,
6809,1000,,
