elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.00
204,225,,
404,750,,
605,650,,
805,850,,
1012,900,-0.20,-0.15
1206,900,,
1406,975,,
1606,950,,
1806,1000,,
2014,975,-0.49,-0.49
2206,1000,,
2406,1000,,
2606,975,,
2806,1000,,
3023,950,-0.49,-0.49
3205,1025,,
3406,975,,
3606,1000,,
3806,975,,
4012,975,-0.54,-0.49
4206,1025,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1025,-0.44,-0.49
5205,1000,,
5406,1000,,
5606,975,,
5806,1025,,
6012,1000,-0.49,-0.54
6205,1000,,
6406,1000,,
6606,1000,,
6806,1025,,
