elapsed_ms,rpm,current_val1,current_val2
9,0,0.05,0.05
204,325,,
404,750,,
606,675,,
806,875,,
1012,850,-0.15,-0.24
1206,950,,
1406,925,,
1606,975,,
1806,1000,,
2012,1000,-0.49,-0.54
2206,975,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,975,-0.54,-0.49
3206,1050,,
3406,975,,
3606,1050,,
3806,975,,
4012,1000,-0.44,-0.54
4206,1000,,
4406,975,,
4606,1000,,
4806,1000,,
5012,1000,-0.49,-0.59
5206,1025,,
5406,1000,,
5606,975,,
5806,1000,,
6012,1000,-0.44,-0.59
6206,1000,,
6406,1025,,
6606,975,,
6806,1000,,
