elapsed_ms,rpm,current_val1,current_val2
13,0,0.05,0.05
204,25,,
404,875,,
604,725,,
806,900,,
1013,925,-0.20,-0.29
1206,925,,
1406,950,,
1606,1000,,
1806,1000,,
2012,950,-0.39,-0.54
2206,1025,,
2406,1000,,
2606,1000,,
2806,975,,
3012,1025,-0.44,-0.59
3206,1000,,
3406,1025,,
3606,1000,,
3806,1000,,
4012,975,-0.49,-0.59
4206,1000,,
4406,1025,,
4606,975,,
4806,1000,,
5012,1025,-0.44,-0.59
5206,950,,
5406,1025,,
5606,1000,,
5806,1025,,
6012,1000,-0.49,-0.59
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
