elapsed_ms,rpm,current_val1,current_val2
12,0,-0.10,0.00
204,0,,
405,0,,
611,875,,
805,1375,,
1012,1250,-0.15,0.00
1206,1075,,
1406,950,,
1606,950,,
1806,1000,,
2012,975,-0.59,-0.54
2206,1025,,
2406,1000,,
2606,1000,,
2806,1000,,
3012,1000,-0.54,-0.44
3206,1000,,
3406,1000,,
3606,975,,
3806,975,,
4012,1025,-0.39,-0.63
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,975,-0.54,-0.34
5206,1025,,
5406,1000,,
5608,1025,,
5806,1025,,
6012,1000,-0.49,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1000,,
