elapsed_ms,rpm,current_val1,current_val2
9,0,-0.10,0.05
204,25,,
405,875,,
606,850,,
806,850,,
1012,950,-0.34,-0.34
1206,950,,
1406,975,,
1606,1000,,
1806,975,,
2012,1000,-0.44,-0.49
2206,1000,,
2406,1025,,
2606,975,,
2806,1025,,
3016,1000,-0.54,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3806,1000,,
4012,1000,-0.54,-0.54
4206,1000,,
4406,1000,,
4606,1000,,
4806,1000,,
5012,1000,-0.54,-0.54
5206,1025,,
5406,975,,
5606,1000,,
5806,1000,,
6012,1000,-0.44,-0.49
6206,1000,,
6405,1025,,
6606,1000,,
6805,1000,,
