elapsed_ms,rpm,current_val1,current_val2
13,0,-0.10,0.05
204,100,,
404,850,,
606,775,,
806,800,,
1012,950,-0.39,-0.24
1206,925,,
1406,975,,
1606,975,,
1806,950,,
2012,1000,-0.59,-0.49
2206,950,,
2406,1025,,
2606,1000,,
2806,1025,,
3012,975,-0.49,-0.49
3206,1000,,
3406,1000,,
3606,1000,,
3806,975,,
4012,975,-0.54,-0.44
4206,1000,,
4406,1000,,
4606,1025,,
4806,1000,,
5012,1000,-0.59,-0.44
5206,1000,,
5406,1000,,
5606,1000,,
5805,1000,,
6012,1000,-0.44,-0.54
6206,1025,,
6406,1000,,
6606,975,,
6806,1000,,
