elapsed_ms,rpm,current_val1,current_val2
11,0,-0.10,0.05
204,700,,
404,675,,
605,750,,
806,750,,
1016,850,-0.54,-0.39
1206,850,,
1406,925,,
1606,900,,
1806,975,,
2012,900,-0.49,-0.54
2206,1000,,
2406,925,,
2606,1000,,
2806,1025,,
3012,1000,-0.49,-0.49
3206,1000,,
3406,1025,,
3606,1000,,
3806,1025,,
4012,1025,-0.54,-0.39
4206,975,,
4406,1000,,
4606,1000,,
4806,1025,,
5012,1000,-0.54,-0.49
5206,1000,,
5406,1000,,
5606,1000,,
5806,1000,,
6018,1025,-0.59,-0.49
6206,1000,,
6406,1000,,
6606,1000,,
6806,1025,,
